model_label,sample_index,model_name,generated_summary_zh,reference_summary_zh,reference_summary_en,dialogue
aya_expanse,58,aya-expanse:8b,布克尔提醒沃克带上Xbox游戏机。沃克认为布克尔不喜欢这款游戏机，但提到它的握持感很棒。布克尔笑着同意了。沃克决定也带一个。他们计划通宵玩游戏。,沃克和布克计划整晚玩游戏。沃克会把布克想要的xbox游戏机带来。,Walker and Booker plan to play games all night. Walker will bring his Xbox console at Booker's request.,"Booker: dont forget to carry your Xbox console
Walker: i thought you dont like the console
Walker: the grip is amazing
Booker: haha, yeah it is
Walker: okay then, ill come with one
Booker: gaming all night is the plan
Walker: yaas"
aya_expanse,59,aya-expanse:8b,马里奥今天飞遍了欧洲所有机场，感到非常疲惫。他目前在卢森堡等待。埃迪鼓励他享受旅程。莫说这是因为马里奥喜欢飞行。天气良好，否则他可能不得不乘坐火车旅行。莫提醒马里奥注意安全。马里奥也向莫表示感谢。,马里奥正在卢森堡的机场候机。,Mario is waiting on the airport in Luxemburg now.,"Mario: I’ve landed in every airport in Europe today - completely whacked out dude.
Klara: Where are you now?
Mario: Waiting in Luxembourg now.
Eddie: Have fun dude.
Moe: Only because you love flying so much 😉
Mario: weather was good for flying everywhere 🙂 Otherwise it would have been trains everywhere 🙂
Moe: Mario  be safe bro
Mario: You too bro 🙂"
aya_expanse,60,aya-expanse:8b,约翰问今天有没有练习，马特回答说应该有。约翰高兴地表示感谢并约定在练习时见，马特回复了“见”。,约翰不确定今天是否有训练，但马特说有。,John is not sure if there is practice today but Matt claims there is.,"John: do we have practice today?
Matt: yea think so
John: great thanks see ya there
Matt: see ya "
aya_expanse,61,aya-expanse:8b,亚历克斯请马丁买牛奶，马丁刚买了两天前。亚历克斯说最近想喝牛奶。马丁表示因为要完成项目，两小时后会给她买。亚历克斯称他为英雄。,马丁完成计划后将给亚历克斯买两瓶牛奶。,Martin will get Alex two bottles of milk after he finishes the project.,"Alex: Hon, could you buy some milk?
Martin: You kiddin me, I just bought two yesterday
Alex: Well, I have nothing for my defense, I'm just craving milk lately:D
Martin: You're lucky that I love you, two milks coming up in couple of hours, I gotta finish the project
Alex: You are my hero!"
aya_expanse,62,aya-expanse:8b,布莱尔和查克计划在下班后见婚礼策划师，地点在非娜丽塔餐厅。查克想点这里的海鲜意面，但他们也记得上次见黛安时那场令人难忘的番茄酱灾难，两人不禁发笑。,布莱尔和恰克下班后要去诺娜·丽塔餐厅见婚礼策划人。诺娜·丽塔餐厅供应的意大利面条非常好。,Blair and Chuck are going to meet the wedding planner after work at Nonna Rita's. The tagliatelle served at Nonna Rita's are very good.,"Blair: Remember we are seeing the wedding planner after work
Chuck: Sure, where are we meeting her?
Blair: At Nonna Rita's
Chuck: Can I order their seafood tagliatelle or are we just having coffee with her? I've been dreaming about it since we went there last month
Blair: Haha sure why not
Chuck: Well we both remmber the spaghetti pomodoro disaster from our last meeting with Diane
Blair: Omg hahaha it was all over her white blouse
Chuck: :D
Blair: :P"
aya_expanse,63,aya-expanse:8b,"科尔：嘿，室友（笑）
路易斯：我们可是在同一间房间啊！
科尔：哈哈，有趣。
路易斯：唉，不要来要我的枕头了。
科尔：来，说说吧。
路易斯：不，我不会通过短信和你这种人说话——他正坐在我旁边几英寸远。
科尔：（笑）",科尔和路易斯坐在同一个房间里，却在发短信。,Cole and Luis are sitting in the same room and yet they're texting each other. ,"Cole: hey roomie XD XD
Luis: dude we are in the SAME DAMN ROOM
Cole: its funny XD
Luis: -_-
Cole: pass me my pillow xD
Luis: not until you say it to my face
Cole: dude cmon 
Luis: ...
Cole: oh youre not gonna talk to your roommate now
Luis: im not gonna text an idiot whos practically sitting just a few inches from me -_-
Cole: xD"
aya_expanse,64,aya-expanse:8b,达米安告诉雅各布和梅森，切尔西队比赛中的希瓜因两度得分让他非常高兴。尽管对手是排名靠后的胡德尼特队，但这终于是一次积极的转变。雅各布认为这可能不是转折点，而梅森则表示胡德尼特队水平很低。达米安仍保持乐观，希望这能成为球队的转机。,切尔西今天下午赢了哈德斯菲尔德的一场比赛。伊瓜因两度得分。达米安很高兴，他希望这将是切尔西的转折点。,Chelsea won a game with Huddersfield this afternoon. Higuain scored twice. Damian's happy about it and he hopes it will be a turning point for Chelsea. ,"Damian: guys did u watch Chelsea game
Jacob: no
Mason: nah, i was busy all afternoon
Damian: Higuain scored twice! so happy for him
Damian: I know it was just Huddersfield, but finally something positive happened
Jacob: having a striker makes a difference
Damian: yup
Mason: but cmon huddersfield is abysmal
Damian: don't be like that, im happy for the team, maybe this will be a turning point
Jacob: no, I don't think so
Mason: ha good luck with that"
aya_expanse,65,aya-expanse:8b,马伦恩即将去城镇，建议巴里为丽塔挑选礼物。巴里没有想法，马伦恩在凯瑟商店看到了丝绸围巾，并发了照片给巴里。巴里建议选择带有黄色图案的围巾，因为丽塔喜欢黄色。马伦恩表示那是五件中最贵的一件，价格为39欧。巴里觉得不贵，同意以50/50的价格购买。,玛伦半小时后就要去镇上了。她将给丽塔买一件礼物——凯泽的带黄色花纹的丝巾。它的售价为39，巴利和玛伦一人出一半钱。,"Marleen will be leaving in half an hour to go to town. She will get a present for Rita - silk kerchief with a yellow pattern from Kaiser's. It costs 39, and Barley will share the cost 50/50 with Marleen.","Marleen: Hello my dear, I'll be leaving in half an hour to go to town. If you have any idea for a present for Rita let me know.
Marleen: Text me here with your ideas for a present for her.
Barry: But I've got none! I leave the choice entirely to you.
Barry: I'm at home now.
Marleen: Am at Kaiser's. Lovely silk kerchiefs.  What do you think?
Barry: One can't have too many!
Marleen: But isn't it a bit too personal?
Barry: Not at all.
Marleen: <file_photo>
Marleen: Which?
Barry: The one with yellow pattern, definitely. She loves yellow.
Marleen: The most expensive of the five.
Barry: How much?
Marleen: 39
Barry: Oh come on. Not so bad.
Marleen: Shall we go 50/50?
Barry: OK"
aya_expanse,66,aya-expanse:8b,昨天发生了点事，布鲁克让盖尔回来看看。盖尔问情况严重吗？布鲁克建议他回家。盖尔说马上就到。,布鲁克要盖尔过来看看昨天发生了什么。,Brook wants Gyle to come and see what happened yesterday. ,"Brook: something happened yesterday, you need to come and see
Gyle: is it bad?
Brook: you better come home
Gyle: On my way"
aya_expanse,67,aya-expanse:8b,"米莱娜：演讲怎么样？
凯特：很好。
雷吉娜：是的，我们收到了积极的反馈。
米莱娜：你有多少人来听你的演讲？
雷吉娜：三个人，但我们知道会是一个温馨、友好的氛围。
米莱娜：有时候一个小但热情的观众比无聊的人群要好。
凯特：完全同意。",凯特、米丽娜和里贾娜的演讲进行得很顺利，三个人来听他们的演讲。,"Kate, Milena and Regina's presentation went well. Three people came to listen to them.","Milena: How was the presentation?
Kate: very good
Regina: yes, we had a good feedback
Milena: how many people came to listen to you?
Regina: 3 but we new it will be very cosy, friendly thing
Milena: sometimes a small but interested audience is better than random bored people
Kate: exactly"
aya_expanse,68,aya-expanse:8b,杰克刚抽中了本年的首张“TOTW”卡。他计划在尝试过几场比赛后出售，因为该球员不适合他的阵容。汤姆表示今年运气不佳，没有抽到优秀球员。杰克安慰他说，作为游戏高手，他不需要帮助。,杰克今年拿到了第一个totw ，汤姆的团队并不出色。,Jake has got his first TOTW this year. Tom doesn't have a great team. ,"Jake: dude, I just pulled a TOTW
Jake: my first this year!
Tom: grats!
Tom: gonna sell it?
Jake: yeah
Jake: I'll try him in one or two matches
Jake: he's not a good fit for my squads
Tom: you'll have plenty of coins to buy someone that fits
Jake: that's the plan
Jake: I got lucky with this one
Tom: my pull luck sucks this year
Tom: not a single great player 
Jake: you're good at the game
Jake: you don't need help :P
Tom: I like shiny things :P"
aya_expanse,69,aya-expanse:8b,"卡丝：亲爱的，你生日卡片和钱收到了吗？

乔丹：嗨，奶奶！谢谢20英镑。对不起，我没提前打电话给你。

卡丝：你还是喜欢托马斯小火车吧？我特意挑的。

乔丹：是的，奶奶。我永远爱他！下次，给我买一个足球主题的吧？我现在11岁了！

卡丝：我知道，你长得很快。爱你！

乔丹：爱你，奶奶！",凯斯送给外孙乔丹20英镑和一张生日卡，作为他11岁生日的礼物。,Cass sent her grandson Jordan £20 and a birthday card for his 11th birthday. ,"Cass: Hi darling, did you get your birthday card and money on time?
Jordan: hello Nanna! Thanks for the £20. Sorry I didn't ring you before.
Cass: you still like Thomas the Tank engine don't you? I picked it specially.
Jordan: Yes, Nanna. I will always love him! Next time, get me a football one or something. I mean, I'm 11 now!
Cass: I know, you are so grown up. Love you xxxxx
Jordan: Love you, Nan xx"
aya_expanse,70,aya-expanse:8b,凯利想先回答问题。杰西卡分享了她在意大利巴勒莫的经历，提到那里有著名的卡普奇尼地下墓穴，里面有8000具尸体。她描述道，这些尸体被展示在像博物馆展品一样，大部分穿着衣服，只有头骨和手。米基和奥利对这个故事感到兴奋，决定记下来。,对杰西卡来说，最恐怖的地方是巴勒莫的僧帽猴地下墓穴。,The scariest place for Jessica was the Capuchin Catacombs in Palermo.,"Kelly: Oh! Oh! Can I pick the first question?
Jessica: Sure. Go for it!
Kelly: What's the scariest place you've been to!
Jessica: I'll start: Palermo in Italy.
Mickey: And what's so scary about that? Did you break your nail? :P
Jessica: Shut it, Mickey! No, there are the Capuchin Catacombs with 8000 corpses! 
Kelly: Ewwww! Corpses? Rly?
Jessica: Yeah! And you can look at them like museum exhibits. I think they're divided somehow, but have no clue how!
Ollie: That's so cool! Do you get to see the bones or are they covered up?
Jessica: Well, partly. Most of them were exhibited in their clothes. Basically only skulls and hands. 
Mickey: I'm writing this one down! That's so precious!
Ollie: Me too!"
aya_expanse,71,aya-expanse:8b,"西蒙和查理讨论了欧盟的移民政策对欧洲各国安全的影响。他们分析了德国、比利时和巴黎在节日期间采取的安全措施，同时强调波兰作为最后一个未受到无控制移民和恐怖主义影响的国家的独特地位。

西蒙认为波兰有机会在经济上落后几十年，但也可以避免其他西方国家犯下的错误，快速发展。他赞扬波兰人民捍卫价值观和利益的意志，并预测未来波兰可能成为欧洲内部解决问题的主要力量。

查理则担忧波兰内部冲突的风险，但两人都希望波兰能度过难关，享受一个安宁的圣诞节。",西蒙和查理钦佩波兰的反移民政策和捍卫自身价值观和利益的方式。,Simon and Charlie admire Poland for its anti-immigration policy and the way it defends its values and interests. ,"Simon: <file_photo>
Simon: It's funny and scary at the same time.
Simon: BTW it's so annoying that people can't see that such immigration policy reduces safety level for citizens of EU significantly
Charlie: This photo is great. It totally shows what do we all mean when we criticize EU policy. 
Charlie: Berlin has put concrete blocks around Christmas fair, Belgium has soldiers running armed around cities and Paris has mass demonstrations and car arsons happening all over the city.
Charlie: Poland though...
Charlie: One of the last countries unspoilt by uncontrolled migration and terrorism
Charlie: The question is - for how long...
Simon: I always say that there is advantage of the polish situation
Simon: I mean being economically delayed for few decades
Simon: Poland has a chance to develop in fast pace and at the same time has a position to avoid all the mistakes other western powers made.
Simon: The worst thing is that the country is being ostracized by defending it's values and interests. 
Charlie: Yup. And as long as there are people in Poland ready to defend that values, the country will be marginalized by every other nation.
Simon: I admire Poles.
Simon: I admire them for they will to fight.
Simon: They never give up.
Charlie: Different countries tried to eliminate them from the map.
Simon: I tell you, there will be time, when only Poland will have power to fight with internal problems of Europe.
Charlie: Maybe. But there is a risk that internal conflict will rip the country apart.
Simon: Let's hope not.
Charlie: Yup. To conclude: Christmas in Poland will be the best Christmas in Europe :D
Simon: I agree :)"
aya_expanse,72,aya-expanse:8b,Ed 认为性行为仅限已婚夫妇，并严厉批评其他人的观点。Valerie 和 Chris 反驳说，即使是传统任务式性行为也并非绝对正确。Lor 幽默地表示，如果不遵守这些规则，在来世可能会感到内疚。Atnee 和 Jessica 支持 Ed 的观点，认为性行为的唯一目的是生育。Matt 开玩笑地威胁要把Ed送入地狱。Ed 坚定地维护自己的立场，拒绝看其他男性。,艾德、瓦莱丽、里斯、罗、艾妮、杰西卡、马特都在嘲笑没有婚姻的性爱的罪恶。,"Ed, Valerie, Chris, Lor, Atnee, Jessica, Matt are laughing at the sinfulness of the sex without marriage.","Ed: Sinners!! Sex is for married people
Valerie:  double sin if it’s anything but missionary style!
Chris: Then you go get married & leave us all alone
Lor: You better hope all non sin living is worth it or your consciousness after death is going to be butt hurt for eternity lol
Atnee: Ed, take it easy
Jessica: And the only purpose for sex is to make babies! !! That's it, hahaha 😂
Atnee: Lol
Ed: Valerie , triple sin if you enjoy it!
Jessica: And only for procreation. :-))) And not to be enjoyed. :-)))
Matt: Ed, Ok. See you in hell !! 😂
Ed: Matt , No you won’t. I don’t even look on the direction of another man"
aya_expanse,73,aya-expanse:8b,"杰克：天啊！你在伦敦？！
迈克：（附照片）
迈克：是的，兄弟！梦想成真了！
杰克：酷！恭喜你！",迈克在伦敦。,Mike is in London.,"Jake: Maaaan! you in london?!
Mike: <file_photo>
Mike: yeah mate! dreams coming true!
Jake: cool! congrats!"
aya_expanse,74,aya-expanse:8b,里奇和克莱讨论了波格巴的出色表现。里奇称赞波格巴的进球，并指出他在赛季中变得更加成熟。克莱同意，并认为波格巴值得在上半场后得到进球奖励。他们都对波格巴的表现感到高兴。,里奇和克莱看了一场非常精彩的足球比赛，一个足球运动员把球铲回自己的脚边，特别刺激。何塞信任那个球员。,"Richie and Clay saw a very good football game, with one football player chopping the ball back to his foot, which was particularly exciting. Jose has trust in that player. ","Richie: Pogba
Clay: Pogboom
Richie: what a s strike yoh!
Clay: was off the seat the moment he chopped the ball back to his right foot
Richie: me too dude
Clay: hope his form lasts
Richie: This season he's more mature
Clay: Yeah, Jose has his trust in him
Richie: everyone does
Clay: yeah, he really deserved to score after his first 60 minutes
Richie: reward
Clay: yeah man
Richie: cool then 
Clay: cool"
aya_expanse,75,aya-expanse:8b,亚历克问艾丽莎是否看过最近的《美国达人秀》。艾丽莎没有看。亚历克发送了一个视频链接，但最初无法打开。经过一会儿，链接成功了。亚历克建议艾丽莎观看，并表示她会喜欢的。艾丽莎同意，并称赞那个女孩很棒。她表示希望自己年轻时有那女孩一半的技能。亚历克也认为那个女孩表现出色，甚至可能赢得该届比赛。艾丽莎问亚历克是否看过所有参赛者，亚历克回答是的，并表示他个人觉得那个女孩是最好的。艾丽莎希望她能获胜。,亚历克看到美国的达人秀，他发了个链接给亚莉克莎。,Alec saw America's got talent. He sent a link to Alexa.,"Alec: Have you seen the last America's got talent?
Alexa: No. 
Alexa: Interesting? 
Alec: <file_other>
Alexa: The link doesn't work. 
Alec: Give me a sec.
Alec: <file _other>
Alexa: Now it's working!
Alec: good, watch it, u'll like it
Alexa: you're right, I like it :)
Alexa: The girl is amazing!
Alec: :)
Alexa: I wish I have had half her skills when I was her age! 
Alec: She's very good, that's true. 
Alec: I even thik she might win the edition.
Alexa: Did you see all candidates?
Alec: yes
Alec: And there're a few good, but I personally think she's the best!
Alexa: I'd be glad if she wins :)"
aya_expanse,76,aya-expanse:8b,"汉娜：你在看比赛吗？
詹姆斯：不，我要去工作。
汉娜：哦，好的。",詹姆斯要去上班，所以他不看比赛。,James is heading to work so he's not watching the game.,"Hannah: Are you watching the game?
James: No I am head to work : ( 
Hannah: Oh okay"
aya_expanse,77,aya-expanse:8b,"多尔夫：明天记得带护照。
齐格勒：好的，我会记住的。",在多尔夫的提醒下，齐格勒明天会把护照带来。,Ziggler will bring the passport tomorrow as reminded by Dolph.,"Dolph: hey
Dolph: remember to bring your passport tomorrow
Ziggler: Cool, i will"
aya_expanse,78,aya-expanse:8b,威廉正在做意大利面，请奥利维亚买一些新鲜番茄。贝丝会买点巧克力作为晚餐后甜点。,威廉在做意大利面，奥莉维亚会给威廉买新鲜的西红柿，贝丝会买巧克力。,William is making spaghetti. Olivia will buy fresh tomatoes for William. Beth will buy chocolate.,"William: hey im making spaghetti
William: could you please buy some fresh tomatoes
William: pretty please :)
Olivia: no problem dear :)
William: and Beth? it wouldn't hurt to have some chocolate for after the dinner :D
Beth: I'm on it :D"
aya_expanse,79,aya-expanse:8b,蒂娜（Tina）抱怨Facebook不断推荐帕特里克（Patrick），德米（Demi）笑了。蒂娜表示她需要学习如何从仇视男性到与他们建立关系，并提到在经历重大心碎后，德米成功地改变了自己。她们讨论了关于喜欢不同类型男性的观点，并计划组织相关工作坊。蒂娜表示她只喜欢一种类型，但德米建议她放松一点，探索其他可能性。蒂娜表达了希望独立于他人情绪的需求，德米表示理解。她们约定见面，并开玩笑说如果蒂娜无家可归，德米会收留她。,蒂娜必须学习黛米的方法，即如何从讨厌男人转变成和他们约会。,Tina has to learn Demi's approach how to transfer from hating men to dating them.,"Tina: Hey, Facebook is constantly non stop suggesting Patrick
Demi: Hahahahaha 
Tina: I think I have to catch a bit of your approach
Demi: He's a god. What do you mean...?
Tina: I have to learn how to transfer from hating men to fucking them haha
Demi: (Y)
Tina: as soon as possible
Demi: Haha! Yeah. I did it, you're right. But i worked on it hard after a huge heartbreak
Tina: <file_gif>
Demi: (Y) currently i like men. you have to be chilled with them ;)
Tina: <file_gif>
Demi: :D maybe its a mistake... i dont know. Lets organize workshops on that :D
Tina: I only like one type :D yes plz do it haha
Demi: Done! but maybe you should chill a bit, look around for ather types ...and see what happens
Tina: I only dont what my mood depend so much on other people
Demi: I know! I know it well!
Tina: this renting case is eating me
Demi: you have to isolate one bit inside that will be always independent
Tina: we have to meet, crazy girl!
Demi: for sure. if youre homeless i will take under my roof
Tina: between the guyshaha
Demi: we ll find something
Tina: <3"
aya_expanse,80,aya-expanse:8b,艾莉森问埃文是否和伊桑讨论了功能问题。埃文回答已经这样做了，并说伊桑可能不会来。艾莉森要求埃文想办法让伊桑来，埃文表示会尽力。,埃文会让伊森来的。,Evan will try to make Ethan come.,"Allison: You talked to Ethan about the function? 
Evan: Yeah I did
Allison: What did he say?
Evan: He might not come
Allison: Can you do something about that?
Evan: I will try to make him come
Allison: K"
aya_expanse,81,aya-expanse:8b,巴特已经收到了自己的成绩单，发现整个学期都表现不佳。他因为经济学的最终考试失败而感到沮丧。阿德里安建议他下学期再考，并分享了自己的学习方法——上课认真听讲，不需要花太多时间复习。巴特承认自己因为玩《星际争霸》而分心，承诺不再在学校期间玩游戏，但表示会适量娱乐。,巴特这学期成绩不好，因为他学习不多。他花很多时间玩星际争霸。阿德里安考得好是因为上课专心听讲。,Bart didn't do well this semester because he didn't study much. He played a lot fo StarCraft. Adrian did well thanks to paying attention in class,"Adrian: Did you get your grades yet?
Bart: Yeah. My whole semester is screwed up now.
Adrian: Wait whaaat? Why?
Bart: Well, I bombed my economy final and ended up with a bad score..
Adrian: Ouch. That must hurt :/ 
Bart: Well, it's my fault because I didn't study as much as I should have.
Adrian: Why don't you re-take the class next year?
Bart: That's what I plan on doing unless I keep screwing up. How did you do this semester?
Adrian: I didn't do that bad. I ended up with a reasonable grade.
Bart: Well someone did his homework :p
Adrian: I just pay attention during class, I don't study that much actually.
Bart: Classes are boring, can't pay attention for too long...
Adrian: Anyway, why didn't you study for the economy final? 
Bart: Let's just say I screwed up more than my econ class.
Adrian: What happened?
Bart: I started playing StarCraft and ended up wasting a lot of time.
Adrian: Oooohh I know that game but you better stop slacking off.
Bart: You're right. I'm not going to play games during school anymore.
Adrian: You can play them, just don't loose focus and study for the exams :p
Bart: Let's see how it goes xD"
aya_expanse,82,aya-expanse:8b,肖恩经过深思熟虑后决定自己的精神动物是乌龟。他最近才知道每个人都有一个，感觉很迷失，不知道自己到底是谁。经过多日思考，他终于确定自己是乌龟。蒂芙尼认为他可能只是被困扰了，建议他可能不是乌龟，而是黄蜂。,肖恩相信他的灵兽是乌龟，而蒂芙尼可能是黄蜂。,Sean believes his spirit animal is a tortoise and Tiffany's could be a wasp. ,"Sean: After much thought I’ve decided that my spirit animal is a tortoise. Apparently everyone has one now, I only found out about this recently. Tbh I felt lost, like who even am I? After many days of thinking about I finally decided that I am in fact a tortoise.
Tiffany: That would explain a lot.
Sean: You would be a wasp.
Tiffany: Are you sure you're a turtle? Maybe you're just haunted."
aya_expanse,83,aya-expanse:8b,凯特在超市，乔治问她是否为明天学校买些水果。乔治想要一个苹果，凯特也打算买一个。乔治还询问橙子是否有货，凯特回答下周才到货。,凯特正在给她和乔治买苹果。他们得等到下周才能买到橘子。,Kate is buying apples for herself and George. They have to wait for tangerines until next week.,"Kate: I'm at the grocery store. Do you like some fruits for school tomorrow?
George: Oh yes please, an apple would be great
Kate: Okay, I'm getting me one too
George: Do they have tangerines yet?
Kate: No the're coming next week, I asked already:D
George: Okat then we have to wait"
aya_expanse,84,aya-expanse:8b,罗纳德问朱莉周末过得怎么样，朱莉回答还好但家里有些不和谐，父母在争论吃什么。朱莉表示不再想和他们一起吃饭。罗纳德表示同情并邀请朱莉周末后打电话给他，说有事情要告诉她，可能会让她开心起来。朱莉调侃地回应说她看到了“彩虹斑马”。,茱莉亚回来后会给罗纳德打电话，他有事要告诉她。,Julia will call Ronald when she gets back. He has something to tell her.,"Ronald: How's your weekend?
Julia: Fine I guess...
Ronald: Doesn't sound like you're enjoying it
Julia: Ehh. My parents are having a fight over where should we eat
Julia: And honestly I don't event want to eat with them anymore
Ronald: I'm sorry
Julia: Yup. Me too.
Ronald: Call me when you get back.
Ronald: I've got something to tell you, and I'm sure you're gonna piss rainbows
Julia: Hahaha. I can see the giraffe from Skittles comercial :D
Ronald: Sth like that"
aya_expanse,85,aya-expanse:8b,马修感冒了，需要大家支持。丽莎建议他喝橙汁，做点汤，并鼓励他坚持下去。马修表示会尝试。他透露可能是过敏加上病毒导致的。丽莎表示很抱歉，建议他休息，好好睡觉。马修同意，并祝晚安。,马修感冒了，他要喝些橙汁，然后去睡觉。,Matthew has a cold. He will drink some orange juice and go to sleep.,"Matthew: I have a cold. Need y'all support. It's painful
Lisa: Fight it. Drink orange juice. Make some soup
Matthew: I'll try
Lisa: I believe in u 
Matthew: Thank u. Apparently it's an allergy mixed up with virus
Lisa: Ahh it sucks. 
Lisa: Take a rest from evrthg.  
Matthew: Ikr. Hitting the hay now
Lisa: Good night 'Thew! "
aya_expanse,86,aya-expanse:8b,斯蒂芬诺和乔西讨论了福柯的摆（Foucault's Pendulum）。乔西觉得这本书很奇怪，而且怀疑作者是不是意大利人。斯蒂芬诺解释说，乌菲克·埃科（Umberto Eco）是个“书呆子”，而不是所有意大利书籍都关于披萨、黑手党和曼多林。乔西表示她想尝试读原版意大利文小说，但担心自己的意大利语水平不足。斯蒂芬诺提到《玫瑰的名字》（The Name of the Rose）对非母语者来说非常困难。他解释说，《福柯的摆》设定在80年代，语言更容易理解，但内容同样复杂。乔西分享了她读过的萨曼·鲁什迪（Salman Rushdie）对《福柯的摆》的负面评论，称它不像小说，而像电脑游戏。斯蒂芬诺开玩笑说这很荒谬。两人最后开玩笑调侃对方。,乔茜觉得艾柯的小说《福柯的钟摆》书呆子气。乔茜很想读意大利的艾柯，但她对自己的语言能力没有把握。斯特凡诺认为艾柯的两部小说很难。乔茜读过萨勒曼拉什迪对《福柯的钟摆》的一个负面评论。,"Josie finds Eco's novel ""Foucault's Pendulum"" nerdy. Josie would like to read Eco in Italian, but she's unsure of her language abilities. Stefano considers Eco's two novels and finds them difficult. Josie has read an unfavorable review of ""Foucault's Pendulum"" by Salman Rushdie.","Stefano: Hi, Josie!
Josie: Ciao, Stefano!
Stefano: So, what about Foucault's Pendulum? Do you like it?
Josie: It's... weird. Was it really written by an Italian guy? It's so... nerdy.
Stefano: Oh well, in a sense Eco was the king of nerds. And, you know, not all Italian books are about pizza, mafia and mandolino. :P
Josie: Yes, I know... I should try and read one of his novels in the original, but I'm not sure my level of Italian is adequate.
Stefano: The Name of the Rose is really difficult for a foreign speaker of Italian, you know.
Josie: And what about Foucault's Pendulum?
Stefano: Well, it's set in the 1980s, so the language is definitely more comprehensible. The content, however, is just as complicated as in the other novel.
Josie: Btw, I read Salman Rushdie's review of Pendulum, published in the 80s.
Stefano: Really? What did he say?
Josie: He hated it and said that it's not a novel, but rather a computer game.
Stefano: What? Rotfl!
Josie: That's what Salman said...
Stefano: Oh well, de gustipus non est disputandum...
Josie: De gustiBus!
Stefano: I know, it was a typo!
Josie: Disgusting pus!
Stefano: Hahaha.
Josie: Yuk! That's so creepy.
Stefano: You're the one who said it!
Josie: I know. ;)"
aya_expanse,87,aya-expanse:8b,下雨了！Val建议出门会湿，Candy认为先等一会儿看看是否停雨。Val同意等待半小时再决定，并约定在那时通过电话商量。,下雨了，所以瓦尔和坎迪要等半小时才走。,"It's raining, so Val and Candy will wait half an hour before they go.","Val: it's raining!
Candy: I know, just started...
Val: r we going? we will be wet
Candy: maybe wait a little? see if stops
Val: ok. let's wait half h and than see
Candy: god idea, I call u then
Val: great :)"
aya_expanse,88,aya-expanse:8b,托马斯和杰里米都还没有收到资助。托马斯因为资金短缺而焦急地每小时检查一次银行账户。西拉安慰他，表示如果需要可以借给他一些钱，并建议他保持耐心。,托马斯、谢拉和杰里米仍然没有收到赠款。托马斯破产了，每小时都要查看他的银行账户。塞拉提出借钱给他。,"Tomas, Sierra and Jeremy have still not received the grant. Tomas is broke and is checking his bank account every hour. Sierra offers to lend him some money.","Tomas: Has anybody received the grant yet?
Sierra: no, not yet
Jeremy: I haven't checked even
Tomas: I'm completely broke
Tomas: checking my bank account every hour
Tomas: but nothing's happening there
Sierra: lol
Sierra: be patient. If you need money I can lend you some, don't worry
Tomas: Thanks, I hope they'll arrive any minute"
aya_expanse,89,aya-expanse:8b,查尔斯和卡米拉讨论了周末计划。查尔斯计划去伯明翰和曼彻斯特的德国市场，品尝香肠和啤酒。卡米拉表示会尝试去，因为她很久没有去过。他们还聊到了热红酒（多加香料的红葡萄酒），查尔斯推荐一定要试试。他们都开玩笑说自己会喝得头痛。最后，他们互相祝愿周末愉快。,卡米拉周六有一些差事要办。查尔斯本周末将访问德国市场。他们正在谈论圣诞食品和饮料。,Camilla has some errands to do on Saturday. Charles is visiting the German markets this weekend. They are talking about Christmas food and drinks.,"Charles: What are you up to this weekend?
Camilla: Not much. Just some work and errands on Saturday, show Saturday night. Day of nothingness on Sundy.
Charles: Sounds good. We are going to visit the German markets this weekend. Birmingham and Manchester both. Sausage overload!
Camilla: Ooh, that sounds really good!
Charles: Allegedly there are Christmas things going on but I just go for the sausage and beer!
Camilla: What a shocker.
Charles: I know!
Camilla: I'll have to try to get there this year. I've not been for ages.
Charles: Oh, yeah, they are good. Try the mulled wine too. That's nice.
Camilla: Never had it. Is it served hot?
Charles: Yes, exactly. And lots of spices. Usually a red but sometimes they offer a mulled white.
Camilla: I'm good with red.
Charles: Inspired us to make our own at Christmas last year, but nobody else drank it.
Camilla: Bummer!
Charles: More for me! But oh the hangover.
Camilla: LOL!
Charles: Anyway, that's the plan. Hope you have fun.
Camilla: You too! 
Charles: Thanks!"
aya_expanse,90,aya-expanse:8b,Russell 发送了一张文件，并说：“看看这个，这是给妈妈的完美礼物：D” Diana 笑着点头，表示价格很合理。然后她问：“我们买它吗？” Russell 兴奋地回答：“当然！”,戴安娜和拉塞尔在给妈妈买礼物。,Diana and Russel are buying a present for mum.,"Russel: <file_other>
Russel: look at this
Russel: It's a perfect present fo mum :D
Diana: haha, so true! It's not that expensive either!
Diana: are we buying it?
Russel: yeah, let's do it :D"
aya_expanse,91,aya-expanse:8b,"简：你现在有空吗？能帮我看看那篇论文吗？

安斯利：抱歉，我生病了，不太能帮上忙。我感冒了，每两秒就打一个喷嚏。

简：哦...好吧，希望你很快好起来...",安斯利病了，所以她现在不能帮简写论文。,"Ainsley is sick, so she's not able to help Jane with her thesis now.","Jane: Are u free now? Could u help me with that thesis?
Ainsley: I'm sick won't be of much help sorry. I've got a cold and I'm sneezing like a little bitch every 2 seconds
Jane: Oh... hmm ok. Hope u will get better soon..."
