model,raw_model_name,sample_index,generated_summary_zh,reference_summary_zh,generated_tokens,gold_tokens,token_diff,token_ratio,source_file,source_group
QWEN,qwen3.5:9b,23,阿加莎表示经济学演示文稿已准备就绪，亚当询问后得知主题有趣且基于最新研究。两人确认了阿加莎对经济学的浓厚兴趣及专业能力。,阿加莎为自己感到骄傲，因为她已经完成了经济学相关的报告。她对经济学很感兴趣。,57,35,22,1.6285714285714286,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,24,凯恩问沙农是否听过30秒至火星的新专辑，沙农表示没有。凯恩推荐她听，沙农表示会去听的。,凯恩向香农推荐30秒上火星乐队的新专辑。,38,18,20,2.111111111111111,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,24,凯恩向肖恩推荐了新的《致火星》专辑，肖恩表示感谢。,凯恩向香农推荐30秒上火星乐队的新专辑。,21,18,3,1.1666666666666667,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,24,凯恩问香农是否听说三十秒到火星的新专辑，并推荐她听听看。香农感谢了他的建议。,凯恩向香农推荐30秒上火星乐队的新专辑。,35,18,17,1.9444444444444444,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,25,安妮讨厌那个“恶女”！凯瑟琳和诺拉都好奇她又做什么了。凯瑟琳指的是在镜达。大家都对她很反感。昨天，镜达打电话给汤姆，表现得非常甜蜜，这让安妮怀疑她想夺走汤姆。凯瑟琳不认为镜达有这个可能，因为她觉得镜达不是汤姆的类型。,米兰达昨天打电话给汤姆，很甜蜜地和他讲话。安妮很生她的气，因为她正在和汤姆约会。,96,36,60,2.6666666666666665,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,25,安和凯瑟琳等人对米兰达非常不满，认为她昨天打电话给汤姆的行为（尤其是在知道他们交往的情况下）是故意想抢走汤姆。诺拉则不以为然地反驳说米兰达不是汤姆喜欢的类型。,米兰达昨天打电话给汤姆，很甜蜜地和他讲话。安妮很生她的气，因为她正在和汤姆约会。,74,36,38,2.0555555555555554,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,25,安妮和凯瑟琳对米拉达的嫉妒行为感到愤怒，认为她故意破坏她们与汤姆的关系以从中作梗。诺拉则反驳说米拉达并非汤姆的类型。,米兰达昨天打电话给汤姆，很甜蜜地和他讲话。安妮很生她的气，因为她正在和汤姆约会。,55,36,19,1.5277777777777777,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,26,莉莉和凯特聊天，莉莉说她和一位叫托马斯的人度过了一夜，他是一个罗马尼亚富家子，正在伦敦的LSE学习。莉莉惊讶于他并不像预期的那么平淡无奇，相反，他在各个方面都给她带来了极大的享受，让她头痛不已。凯特很高兴听到这个消息，认为莉莉值得拥有一些乐趣，因为最近几周她经历了很多压力。,莉莉和托马斯度过了一个美好的夜晚。托马斯是罗马尼亚人，来自一个非常富有的家庭。,124,36,88,3.4444444444444446,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,26,莉莉和凯特聊起昨晚的经历，莉莉说她和一个名叫托马斯的男人度过了非常美好的夜晚。对方是罗马尼亚人，家境极其富裕，在伦敦工作于LSE。尽管凯特觉得这很“可预测”，但莉莉表示他让她感到惊喜，因为他在方方面面都超出了她的预期，让她感到非常愉悦。凯特为她能放松和享受乐趣感到高兴。,莉莉和托马斯度过了一个美好的夜晚。托马斯是罗马尼亚人，来自一个非常富有的家庭。,121,36,85,3.361111111111111,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,26,莉莉与一位名叫托马斯的罗马尼亚富家子弟度过了令人难忘的夜晚。尽管他在伦敦帝国理工学院（LSE）就读，看似符合预期，但莉莉原本担心他会平庸乏味，结果却发现他无论在身材、热情还是财力上都远超想象，让她乐得头痛。凯特为她在过去几周后的这次快乐时光感到高兴，两人对此表示赞同。,莉莉和托马斯度过了一个美好的夜晚。托马斯是罗马尼亚人，来自一个非常富有的家庭。,121,36,85,3.361111111111111,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,27,鲍勃问梅兰妮是否预订了明天的票。梅兰妮说杰克承诺会做这件事，而且他有工作场所折扣。鲍勃再次确认杰克是否在场并预订了票。杰克回答已经预订了三张明天晚上七点的票，并且享受了30%的折扣。,杰克预定了三张明天晚上七点的票。他能享受七折优惠。,83,23,60,3.608695652173913,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,27,鲍勃询问是否预订了明天的票，梅兰妮说杰克答应了她会做，并提到有工作折扣。鲍勃随后问杰克，杰克确认已预订了三张明天晚上七点的票，并且获得了30%的折扣。,杰克预定了三张明天晚上七点的票。他能享受七折优惠。,67,23,44,2.9130434782608696,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,27,Melanie 表示已委托拥有工作折扣的 Jake 预订明天的门票，随后 Bob 确认收到消息：已成功订好三张晚上七点的票并享受了百分之三十的优惠。,杰克预定了三张明天晚上七点的票。他能享受七折优惠。,55,23,32,2.391304347826087,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,28,丽莎问彼得最近过得怎么样。彼得说工作很忙。丽莎认为他可能在为健康而努力，而不是减肥。彼得解释他想通过锻炼改善健康状况，并不需要减重。他们讨论了锻炼和饮食对保持健康的重要性，并同意长期坚持健康习惯非常重要。,彼得最近一直在他们办公室附近的健身房锻炼以改善健康状况。为了更健康，丽莎正在考虑锻炼和更加合理饮食。,94,47,47,2.0,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,28,两人聊起保持健康的方式，彼得提到自己健身是为了改善健康而非减肥，他常去公司附近的健身房做力量训练和跑步。丽莎补充说除了运动，饮食和充足的睡眠也是维持健康的必要条件，并一致认为需要养成长期良好的生活习惯。,彼得最近一直在他们办公室附近的健身房锻炼以改善健康状况。为了更健康，丽莎正在考虑锻炼和更加合理饮食。,95,47,48,2.021276595744681,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,28,丽莎与彼得讨论近期健康状况，彼得以健身改善健康而非减重。两人交流了去健身房锻炼及均衡饮食的重要性，并强调充足睡眠对长期保持健康的必要性，一致认为需坚持规律的生活方式以维持良好状态。,彼得最近一直在他们办公室附近的健身房锻炼以改善健康状况。为了更健康，丽莎正在考虑锻炼和更加合理饮食。,85,47,38,1.8085106382978724,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,29,杰西卡去城里二手店买了很多东西，包括一张橡木桌、六把椅子、一个花瓶和一堆衣服。她发了照片给拉斐尔和弗兰克，他们都非常喜欢那张桌子，尤其是拉斐尔对黑色的连衣裙赞不绝口。杰西卡对自己的购买感到非常满意，更令人高兴的是，她只花了70欧元就买了所有这些东西！,杰西卡在市中心的二手商店买了一张桌子、六把椅子、一个花瓶和一堆衣服。这些一共花了70欧元。,114,40,74,2.85,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,29,杰西卡去了市中心的二手店，买了很多东西，包括一张橡木桌子、六把椅子、一个花瓶和一堆衣服。拉斐尔称赞了桌子，弗兰克则对黑色的连衣裙表示喜爱。杰西卡非常满意自己的购买，并且所有这些物品的总价仅为70欧元。,杰西卡在市中心的二手商店买了一张桌子、六把椅子、一个花瓶和一堆衣服。这些一共花了70欧元。,90,40,50,2.25,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,29,杰西卡在下城的二手店买了很多东西，包括一张橡木桌、六把椅子、一个花瓶和一堆衣服。她特别喜欢一条黑色连衣裙并决定买下它。所有物品仅花费了 70 欧元，让她非常开心。,杰西卡在市中心的二手商店买了一张桌子、六把椅子、一个花瓶和一堆衣服。这些一共花了70欧元。,71,40,31,1.775,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,30,Desiree 问 Lucian 两人是否在家，Lucian 表示刚收到消息，没有特别原因。Desiree 要求将面条放在微波炉里加热。Lucian 回答自己还没做饭。,卢西恩不在家。德西蕾希望卢西恩把她的意大利面放在微波炉里。,46,27,19,1.7037037037037037,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,30,迪泽询问卢西安是否在家，并让他把意面放在微波炉里加热。卢西安表示自己什么都没做过饭。,卢西恩不在家。德西蕾希望卢西恩把她的意大利面放在微波炉里。,39,27,12,1.4444444444444444,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,30,Debbie 问 Lucian 是否都在家，Lucian 表示刚收到消息并不在家且没做饭，Debbie 便让他把意大利面留在微波炉里。,卢西恩不在家。德西蕾希望卢西恩把她的意大利面放在微波炉里。,39,27,12,1.4444444444444444,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,31,艾米丽提议今天下班后一起喝点东西，凯特和玛塔都同意了。他们计划在中央车站的X酒吧约定时间5：30见面，但凯特可能要晚一点到达，因为交通状况。玛塔表示没问题，并祝大家再见。,艾米丽、凯特和玛塔今天要去中央车站的x酒吧喝一杯。,76,23,53,3.3043478260869565,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,31,大家决定下班后去酒吧X小酌一杯，时间初步定在下午五点半左右，但凯特可能需要推迟到六点。,艾米丽、凯特和玛塔今天要去中央车站的x酒吧喝一杯。,40,23,17,1.7391304347826086,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,31,艾米丽提议下班后去中央车站的 Pub X 喝一杯，凯特和玛塔表示赞同。考虑到交通状况，凯特预计六点到达，大家约定届时见。,艾米丽、凯特和玛塔今天要去中央车站的x酒吧喝一杯。,50,23,27,2.1739130434782608,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,32,"玛丽：嗨，我的朋友😘
爱丽丝：你今天不是去学校吗？
玛丽：不，我今天待在家里。
爱丽丝：幸运你！",今天玛丽没有去上学，她就待在家里。,35,15,20,2.3333333333333335,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,32,玛丽告诉朋友她今天没去学校，在家里。,今天玛丽没有去上学，她就待在家里。,16,15,1,1.0666666666666667,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,32,玛丽向朋友打招呼，得知她今天没去学校而是待在家里时，爱丽丝表示很羡慕。,今天玛丽没有去上学，她就待在家里。,32,15,17,2.1333333333333333,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,33,安妮询问克里斯汀是否会去学校。克里斯汀表示明天不会去，因为她感觉不舒服，可能得了流感。安妮关心她的体温和饮食情况，克里斯汀回答没有发烧，只是鼻塞、喉咙痛和疲劳。安妮建议她吃特拉弗（Theraflu），并表示会后来送一些给她。克里斯汀感谢安妮的帮助，但担心自己可能会传染给安妮，让安妮不要打电话。安妮开玩笑说自己可能已经感冒了，但如果克里斯汀醒着，可以随时打电话。,克莉丝汀病了，明天不来上学了。安妮会把西拉夫的香囊放在邮箱里。克莉丝汀不想把病传染给她。,156,40,116,3.9,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,33,安妮询问克里斯汀是否会去学校，得知她因感冒（疑似流感）无法上学。两人交谈后，安妮提出要不要帮忙，并答应稍后将泰拉氟（Theraflu）送到她的信箱。克里斯汀叮嘱安妮不要来探望以免传染，但又让安妮知道如果房间灯亮着可以打电话。,克莉丝汀病了，明天不来上学了。安妮会把西拉夫的香囊放在邮箱里。克莉丝汀不想把病传染给她。,94,40,54,2.35,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,33,安妮询问克里斯汀是否去上学，得知她因患流感身体不适。两人交流症状后，安妮表示家中还有感冒药将放入信箱，并建议若需休息可不必担心来电打扰。,克莉丝汀病了，明天不来上学了。安妮会把西拉夫的香囊放在邮箱里。克莉丝汀不想把病传染给她。,63,40,23,1.575,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,34,沙隆达宣布她要结婚，并发送了一张通过消息应用程序的婚礼邀请。皮珀感到惊讶，因为他们多年没有联系，而现在沙隆达才发来邀请。皮珀认为沙隆达太贪婪，期望别人参加她的婚礼，却没有时间亲自送邀请。,沙尔多纳通过手机发送了婚礼邀请，因为她没有时间亲自去送邀请函。,85,29,56,2.9310344827586206,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,34,莎尔多娜通过聊天软件发送了婚礼电子请柬，但派珀指出，既然没时间亲自送请柬，却期望朋友们出席婚礼，这让她觉得莎尔多娜“太贪心了”。,沙尔多纳通过手机发送了婚礼邀请，因为她没有时间亲自去送邀请函。,57,29,28,1.9655172413793103,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,34,Shaldona 通过即时通讯软件向 Piper 发送婚礼电子请柬，解释因时间紧迫无法亲自送达。Piper 对此表示不满，认为若连亲递请柬的时间都没有却指望他人参加婚礼，显得过于贪婪。,沙尔多纳通过手机发送了婚礼邀请，因为她没有时间亲自去送邀请函。,68,29,39,2.3448275862068964,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,35,康拉德在房子外面，忘记带钥匙。雷贝卡和蒂芬尼有消息，蒂芬尼将于晚上10点到11点回家，而雷贝卡会更晚回来。康拉德决定在咖啡店等候。,康拉德忘了带钥匙，所以回不了家。瑞贝卡和蒂芙妮回来得晚，他得在咖啡厅等。,57,32,25,1.78125,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,35,康拉德在外面忘了带钥匙，丽贝卡和蒂芙尼的到家时间都不确定或更晚，于是康拉德决定去咖啡馆等。,康拉德忘了带钥匙，所以回不了家。瑞贝卡和蒂芙妮回来得晚，他得在咖啡厅等。,42,32,10,1.3125,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,35,康拉德在屋外弄丢了钥匙，蒂芙尼预计十点到十一点回家，而丽贝卡会更晚才回来。康拉德很担心，决定去咖啡店等待。,康拉德忘了带钥匙，所以回不了家。瑞贝卡和蒂芙妮回来得晚，他得在咖啡厅等。,48,32,16,1.5,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,36,"雅各波：嗨，你小时候有喜欢的恐龙吗？
柳米拉：有啊，三角龙。为什么？
雅各波：我后来告诉你原因。",卢德米拉小时候最喜欢的恐龙是三角龙。,37,17,20,2.176470588235294,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,36,雅科波问露德米拉小时候有没有喜欢的恐龙，露德米拉回答是三角龙，雅科波表示稍后会告诉她原因。,卢德米拉小时候最喜欢的恐龙是三角龙。,42,17,25,2.4705882352941178,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,36,雅科波问露德米拉小时候最喜欢的恐龙是什么，她回答是三角龙。雅科波表示稍后告诉她原因。,卢德米拉小时候最喜欢的恐龙是三角龙。,39,17,22,2.2941176470588234,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,37,克莱尔分享了一件礼服（文件链接），玛丽亚和妮可都认为这件礼服非常适合新娘，价格也合理。克莱尔虽然觉得颜色有点暗，但最终被说服了，决定下单。,在玛丽亚和妮可的建议下，克莱尔正在订购她的婚纱。,61,22,39,2.772727272727273,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,37,大家都在看一件衣服，虽然克莱尔觉得颜色不够鲜艳可以更深一点，但妮可和玛丽都极力推荐，并强调了价格合适，最终克莱尔表示同意购买。,在玛丽亚和妮可的建议下，克莱尔正在订购她的婚纱。,58,22,36,2.6363636363636362,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,37,克莱尔向玛丽亚和妮可展示了一件衣服，认为颜色略显暗淡。两人则极力称赞该颜色非常适合新娘且价格实惠，鼓励她立即购买以免后悔。最终在朋友的劝说下，克莱尔决定下单这件裙子。,在玛丽亚和妮可的建议下，克莱尔正在订购她的婚纱。,77,22,55,3.5,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,38,阿比（Abby）讲述了她昨天在派对上认识的米罗（Miro）的故事。米罗的父亲来自1990年代初的阿尔巴尼亚，他们非法离开了该国，逃离了极端贫困和动荡。米罗只会说阿尔巴尼亚语，并分享了他父亲通过不合法途径出国的经历，包括人们挤上任何可用的船只逃离该国的场景。,米罗和他的父母说阿尔巴尼亚语。他的家人在20世纪90年代非法出境离开了阿尔巴尼亚。,108,37,71,2.918918918918919,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,38,艾比和迪伦讨论了与米罗的交谈。艾比提到，在派对上认识的米罗来自阿尔巴尼亚海岸地区，他的父亲曾在20世纪90年代初从那里来到美国，当时情况非常艰难，他们几乎是非法离开的。,米罗和他的父母说阿尔巴尼亚语。他的家人在20世纪90年代非法出境离开了阿尔巴尼亚。,76,37,39,2.054054054054054,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,38,艾比询问是否见过米罗，戴伦和布兰登表示尚未有机会接触。布伦达提到昨天在派对上曾与米罗见面，艾比称赞他很有趣并讲述了其父亲上世纪 90 年代初从阿尔巴尼亚沿海城市杜雷斯非法逃离至美国的经历：当时当地极度贫困、秩序混乱，人们争相登上任何可用船只以离开故土；照片中甚至包括他的父亲。戴伦对此感到既令人震惊又着迷。,米罗和他的父母说阿尔巴尼亚语。他的家人在20世纪90年代非法出境离开了阿尔巴尼亚。,141,37,104,3.810810810810811,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,39,丹问大家周六是否一起出去。蒂姆和克里斯都同意，但汤姆因要去女家参加派对而无法参加。克里斯和马丁也表示自己可能需要跟着放松。蒂姆调侃道大家像60岁的人。,丹、蒂姆、克里斯和马丁8点碰面。丹和马丁这次会放松一下。汤姆来不了，因为他岳父岳母家有个聚会。,69,41,28,1.6829268292682926,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,39,大家确认了周六是否要出去，地点在市中心。汤姆表示不能参加因为要去娘家参加派对。最后确定时间为晚上八点左右结束，但丹提到周日中午需要回家休息和开车准备。对话中还穿插了几句关于年龄和状态的玩笑话。,丹、蒂姆、克里斯和马丁8点碰面。丹和马丁这次会放松一下。汤姆来不了，因为他岳父岳母家有个聚会。,90,41,49,2.1951219512195124,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,39,丹、蒂姆和克里斯计划周六外出，但汤姆因要去岳父母家参加派对而退出。由于丹周日中午需要开车回家，大家不得不提前结束聚会并放慢节奏，这让蒂姆等人显得像六十岁的人一样疲惫，最后两人互相调侃对方是否是最剩下的两个“老人”。,丹、蒂姆、克里斯和马丁8点碰面。丹和马丁这次会放松一下。汤姆来不了，因为他岳父岳母家有个聚会。,98,41,57,2.3902439024390243,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,40,迪玛的笔记本电脑坏了，明天需要交翻译，但 Nada 的旧笔记本电脑已经借给了她哥哥。 尽管如此，Nada 还是同意让迪玛使用她的笔记本电脑，因为她这两天都请假了。 迪玛表示非常感激，并承认他们应该为翻译工作准备备用笔记本电脑。 她想在一小时内来取笔记本电脑。,迪玛的笔记本电脑坏了，因为她的猫把咖啡洒在笔记本电脑上。 迪玛很担心，因为她明天必须为trados提供翻译。一个小时后迪玛会来纳达家，借纳达的笔记本电脑。,108,65,43,1.6615384615384616,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,40,迪马的笔记本电脑坏了，急需用它来完成明天的翻译任务。他向娜达借用旧电脑，娜达虽然说自己已经把旧电脑给了弟弟，但体贴地让迪马使用她这两天休假的时间，并同意让他拿走她的电脑。两人聊到以后需要为备用笔记本投资，最后约定了迪马一小时后去取电脑。,迪玛的笔记本电脑坏了，因为她的猫把咖啡洒在笔记本电脑上。 迪玛很担心，因为她明天必须为trados提供翻译。一个小时后迪玛会来纳达家，借纳达的笔记本电脑。,110,65,45,1.6923076923076923,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,40,迪玛因笔记本电脑被猫打翻咖啡损坏，急需在明天上午九点完成翻译任务而陷入困境。她向娜达借用了她的备用电脑，并感谢对方提供的帮助和 Trados 软件的支持。两人还讨论了需要投资购买备份设备的重要性，约定一小时后取回电脑。,迪玛的笔记本电脑坏了，因为她的猫把咖啡洒在笔记本电脑上。 迪玛很担心，因为她明天必须为trados提供翻译。一个小时后迪玛会来纳达家，借纳达的笔记本电脑。,96,65,31,1.476923076923077,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,41,杰里（Jerry）给珍妮特（Janet）发了个甜蜜的问候。珍妮特回应说期待他的归来。杰里表示大约40分钟后到家，珍妮特说她会等他。杰里询问了珍妮特的日常，珍妮特抱怨了下老板的烦人之处。他们互道再见，表达了爱意。,杰瑞40分钟后到家。,84,8,76,10.5,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,41,杰瑞告知珍妮特他将在四十分钟后到家，两人互相道别。珍妮特抱怨了工作中的老板让人烦恼。,杰瑞40分钟后到家。,39,8,31,4.875,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,41,杰瑞和珍妮特互相问候后，杰瑞告知自己四十分钟后到家。珍妮特抱怨老板难缠，杰瑞表示理解并附和。最后两人约定稍见，互道珍重。,杰瑞40分钟后到家。,54,8,46,6.75,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,42,莎莉向大家传闻娜塔莉的消息。尽管简不愿意分享，但其他人都感到好奇。当他们知道了消息时，大家惊讶地发现孩子的父亲是戴夫，而不是他们猜测的迈克。,娜塔莉怀了戴夫的孩子。简认为萨莉不应该告诉别人，因为娜塔莉是私下告诉他们的。亨利埃特和格雷格很惊讶，孩子的父亲居然是戴夫而不是迈克。,64,61,3,1.0491803278688525,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,42,莎莉提起娜塔莉，大家都很好奇。尽管简提醒她保密，但众人追问细节，最终莎莉爆料了娜塔莉怀孕的消息，并透露了父亲是戴夫，令在场所有人感到震惊。,娜塔莉怀了戴夫的孩子。简认为萨莉不应该告诉别人，因为娜塔莉是私下告诉他们的。亨利埃特和格雷格很惊讶，孩子的父亲居然是戴夫而不是迈克。,62,61,1,1.0163934426229508,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,42,萨莉向朋友们打听娜塔莉的八卦，尽管简表示不该泄露她私下告知的秘密，但众人仍好奇追问。当有人猜测孩子父亲是迈克时，萨莉揭晓答案竟是戴夫，令亨利特和格雷格大为震惊并认为此事荒谬至极。,娜塔莉怀了戴夫的孩子。简认为萨莉不应该告诉别人，因为娜塔莉是私下告诉他们的。亨利埃特和格雷格很惊讶，孩子的父亲居然是戴夫而不是迈克。,83,61,22,1.360655737704918,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,43,黛西问丽莎是否要回家，丽莎回答还不算。黛西请求丽莎在11点前回来。丽莎同意了。,丽莎还没回家，黛西想要她晚上11点前回来。,34,18,16,1.8888888888888888,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,43,黛西让丽莎晚上十一点前到家。,丽莎还没回家，黛西想要她晚上11点前回来。,13,18,-5,0.7222222222222222,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,43,黛西问丽莎是否回家，丽莎表示还没走。黛西请她在晚上十一点前回来，丽莎答应了。,丽莎还没回家，黛西想要她晚上11点前回来。,34,18,16,1.8888888888888888,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,44,Cindy 发了个 GIF 和视频给 Ellie，表示自己很伤心，不想谈论原因。 Ellie 鼓励 Cindy 乐观起来，并指出那段视频在网上很火，很有趣。,辛迪很伤心，但不愿意说出原因。艾莉还没看那个疯传的搞笑视频。,46,27,19,1.7037037037037037,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,44,艾莉发现辛迪很伤心，但辛迪不想谈论。随后，辛迪分享了一个在网上爆红的视频给艾莉看，艾莉表示没看过，但觉得很有趣。,辛迪很伤心，但不愿意说出原因。艾莉还没看那个疯传的搞笑视频。,50,27,23,1.8518518518518519,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,44,艾莉询问辛迪为何难过，但辛迪不愿多谈。随后辛迪分享了一个在网络上疯传的搞笑视频和动图，艾莉表示虽然没看过但觉得很有趣。,辛迪很伤心，但不愿意说出原因。艾莉还没看那个疯传的搞笑视频。,55,27,28,2.037037037037037,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,45,凯瑟琳邀请本去看望他们家族中的叔叔史蒂夫，但本表示自己不喜欢这种拜访，觉得会让他感到压力。凯瑟琳试图说服他，说孩子们想见他，但本认为他们可以等他有空时再见面，无需特地前往另一个城市。凯瑟琳提到史蒂夫会失望，但本坚持认为史蒂夫可能不会太在意，因为他们没有共同话题，而且史蒂夫总是问他的私生活问题让他感到烦恼。尽管如此，凯瑟琳还是鼓励本去看望孩子们。本同意了，表示会尽快找到时间去看他们。,本不会和凯瑟琳一起去看望史蒂夫叔叔。他会去看望凯瑟琳和孩子们。,177,29,148,6.103448275862069,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,45,凯瑟琳邀请本去探望史蒂夫叔叔，但本表示不喜欢这类聚会，觉得压力大。尽管凯瑟琳以男孩们想念他为由劝说，本仍心有不甘，认为自己和史蒂夫没什么共同话题，且史蒂夫总喜欢问一些私事问题。最后，在凯瑟琳妥协后，本同意以后找时间去看望孩子们。,本不会和凯瑟琳一起去看望史蒂夫叔叔。他会去看望凯瑟琳和孩子们。,104,29,75,3.586206896551724,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,45,凯瑟琳邀请本一起去探望许久未见的史蒂夫叔叔，但本因反感此类拜访、担心再次引发不快而拒绝。他提议改日再去陪孩子们玩，并认为与史蒂夫并无共同点且对方常追问隐私令人厌烦。尽管凯瑟琳表示史蒂夫会失望并解释其关心之意，本仍坚持己见；最后在本同意有空时再探望后，对话结束。,本不会和凯瑟琳一起去看望史蒂夫叔叔。他会去看望凯瑟琳和孩子们。,121,29,92,4.172413793103448,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,46,史蒂夫告诉妈妈，洗碗机已经安装好了，并且做得很好。他发了一张照片给妈妈，显示洗碗机的样子。妈妈问它是12个餐盘的，史蒂夫说虽然他通常没有那么多客人，但这并不意味着每天都需要用到它，每隔一天就够了。妈妈很高兴史蒂夫对洗碗机满意。,史蒂夫很高兴他装了一台新的洗碗机。,102,16,86,6.375,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,46,史蒂夫说洗碗机装好了，妈妈看了照片觉得很漂亮。史蒂夫表示它很安静，并提到它似乎是12个餐具位的，但实际上不用每天都用。妈妈对史蒂夫满意感到高兴。,史蒂夫很高兴他装了一台新的洗碗机。,65,16,49,4.0625,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,46,史蒂夫告诉妈妈洗碗机已安装完毕，效果很好且运行安静。虽然容量为 12 人份但实际使用频率不高，他每两天才用一次。得知母亲为他感到高兴时，他也表达了感谢。,史蒂夫很高兴他装了一台新的洗碗机。,67,16,51,4.1875,direct_all_models_100samples_seed42_results.json,direct
