sample_index,model_name,generated_summary_zh,reference_summary_zh,reference_summary_en,dialogue
28,qwen3.5:9b,"丽莎：你好，彼得。最近你在忙什么？  
彼得：工作有点多。  
丽莎：是不是太忙了？  
彼得：倒也不是，我一直在锻炼。  
丽莎：哦，想塑形吗？  
彼得：不是减重太多，主要是为了改善健康。  
丽莎：这想法很好，我也打算开始运动。你做什么项目呢？去健身房了吗？  
彼得：是的，我在公司附近的一家办了会员卡。  
丽莎：你经常做哪些练习？  
彼得：我举哑铃并在跑步机上跑步。  
丽莎：除了锻炼，我觉得还需要改善饮食来帮助保持身材。  
彼得：良好健康的关键还包括充足睡眠，平均每天至少需要 7–8 小时。  
丽莎：看来有很多方法可以让我们保持健康。  
彼得：没错，要想长期维持健康，必须养成规律的生活方式。",彼得最近一直在他们办公室附近的健身房锻炼以改善健康状况。为了更健康，丽莎正在考虑锻炼和更加合理饮食。,Peter has been working out at the gym near their office lately to improve his health. Lisa is considering working out and eating better to be healthier.,"Lisa: Hello Peter. What have you been doing off late?
Peter: Bit busy with work.
Lisa: Too much of work, huh?
Peter: Not really, I’ve been working out
Lisa:  Ohh, trying to get in shape?
Peter: Nah, I don’t have much of weight to lose, just want to improve my health.
Lisa:  That’s a good thought. I was also thinking of working out a bit. What do you do? Do you go to a Gym?
Peter: Yes, I hold a membership with the one near our office.
Lisa: Which exercises do you do regularly?
Peter: I do weights and run on the treadmill.
Lisa:  Besides exercises, I think I need to eat better to help me keep in shape.
Peter: Another major requirement for good health is sleep. On an average one requires at least 7-8 hours of sleep.
Lisa:  There are a lot of things we can do to stay healthy.
Peter: Yes. One needs to maintain a regime to stay healthy for a long term."
29,qwen3.5:9b,杰西卡去了市中心的二手店，买到了很多东西：一张桌子、六把椅子、一个花瓶和一堆衣服。拉斐尔称赞桌子很漂亮并询问材质，得知是橡木后表示赞叹；弗兰克对黑色连衣裙特别喜爱。杰西卡说看到裙子时就决定买下它，现在对她所购物品非常满意——所有东西总共只花了 70 欧元！,杰西卡在市中心的二手商店买了一张桌子、六把椅子、一个花瓶和一堆衣服。这些一共花了70欧元。,"Jessica bought a table, six chairs, a vase and a pile of clothes and the second hand shop downtown. She paid 70 euros for everything. ","Jessica: I went to the second hand shop downtown 
Frank: Cool
Raphael: What did you get?
Jessica: Lots of stuff
Jessica: A table, six chairs, a vase, a pile of clothes
Frank: That's really a lot of stuff :-)
Raphael: send us pictures
Jessica: <photo_file>
Jessica: <photo_file>
Raphael: Beautiful table
Raphael: Is it wood?
Jessica: yes, oak 
Raphael: Awesome
Jessica: <photo_file>
Frank: These are the clothes?
Frank: I love the black dress
Jessica: It's absolutely beautiful
Jessica: As soon as I saw it I knew it would be mine
Jessica: I'm so happy with what I bought
Jessica: And the best is I paid only 70 euros for all of that!! "
30,qwen3.5:9b,"Debbie 问 Lucien：“你们俩都在家吗？”  
Lucien 回答：“不在，我刚收到你的消息。你为什么要这么问？”  
Debbie 说：“没什么原因，把意大利面留在微波炉里就行。”  
Lucien 回应：“我还没煮任何东西呢。”",卢西恩不在家。德西蕾希望卢西恩把她的意大利面放在微波炉里。,Lucian is not at home. Desiree wants Lucian to keep her pasta in the microwave.,"Desiree: U both at home?
Lucian: No. I've just got ur msg. Why did u ask about it?
Desiree: No reason. Keep my pasta in the microwave
Lucian: I haven't cooked anything"
31,qwen3.5:9b,艾米丽提议下班后一起喝一杯，凯特和玛塔都表示赞同。她们商量在中央车站的 Pub X 见面，最初定在下午 5:30；但凯特表示因路上交通可能要到 6 点左右才能到，玛塔觉得没问题。最后三人约定届时见，并互道再见。,艾米丽、凯特和玛塔今天要去中央车站的x酒吧喝一杯。,"Emily, Kate and Marta are going to the Pub X at the central station today for a drink.","Emily: fancy a drink after work today?
Kate: sure!
Marta: Good idea! 
Marta: Where? When?
Emily: Maybe in the Pub X at the central station at 5.30?
Kate: I may be closer to 6, traffic on my way
Marta: Fine for me.
Marta: See you then, Ladies!
Emily: Bye! see ya :*
Kate: :*"
32,qwen3.5:9b,"玛丽：嗨，我的朋友！  
爱丽丝：你没去学校吗？  
玛丽：是的，我今天待在家里了。  
爱丽丝：你真幸运！",今天玛丽没有去上学，她就待在家里。,"Today Mary didn't go to school, she stayed at home.","Mary: Hi my friend :*
Alice: U re not at school?
Mary: No i stayed at home today.
Alice: Lucky u!"
33,qwen3.5:9b,安妮问克里斯汀明天是否去上学。克里斯汀说因为身体不适，不去学校了。安妮很担心，问她怎么了；克里斯汀怀疑自己得了流感。安妮询问她的体温，克里斯汀表示没有发烧。接着安妮关心她饮食是否正常，克里斯汀回应只是鼻塞、喉咙痛且很累，听起来像感冒。安妮建议是否需要帮忙，并提到家里还有未过期的泰舒氟（Theraflu）冲剂包，稍后会塞进信箱给她。克里斯汀感谢但请别特意上门探望，以免传染给安妮；安妮表示可能已经接触过病毒了，不过如果她需要休息可以不打扰。最后克里斯汀补充：如果房间灯还亮着，说明她在睡觉，这时再打电话也不迟。,克莉丝汀病了，明天不来上学了。安妮会把西拉夫的香囊放在邮箱里。克莉丝汀不想把病传染给她。,Christine is sick and won't come to school tomorrow. Annie will leave Theraflu sachets in a mailbox. Christine doesn't want to get her sick.,"Annie: Are you going to be at school?
Christine: Not tomorrow. I am not well.
Annie: Oh noes! What happened?
Christine: Got the flu, I think.
Annie: what's your temperature?
Christine: Not high, I'm not running a fever or anything
Annie: Are you eating ok?
Christine: Yeah. Just blocked nose, sore throat. Tired.
Annie: Sounds like you've got a cold. You need anything?
Christine: I could do with some Theraflu.
Annie: OK, I think we've still got some sachets, should be in date. I'll drop them through your letterbox later on.
Christine: Yeah. Don't call in because I'll feel bad if you catch this cold off me.
Annie: I think I probably had it already, but you might be sleeping.
Christine: If the light in my room is on, call if you want."
34,qwen3.5:9b,这段对话是两位朋友之间的微信聊天。Shaldona 通过手机发送了婚礼电子邀请函，并解释自己因时间有限无法逐一当面邀请所有人，希望对方理解。然而 Piper 对此表示不满：她指出 Shaldona 已经几年没联系她了，如今却突然在即时通讯软件上发结婚请柬；Piper 认为如果连亲自递送请柬的时间都没有，还指望别人参加婚礼，这显得过于贪婪或不合情理。,沙尔多纳通过手机发送了婚礼邀请，因为她没有时间亲自去送邀请函。,"Shaldona sends mobile invitations to her wedding, as she has no time to give them in person.","Shaldona: WE ARE GONNA GET MARRIED ❤️❤️
Shaldona: <file_others>
Shaldona: This is our mobile inviation for our wedding.
Shaldona: Invitation*
Piper: Hey. You haven’t sent me any messages for a few years.
Piper: And now you are sending me your wedding invitation 
Piper: THROUGH MESSENGER?
Shaldona: .....
Shaldona: Well..
Shaldona: I had no enough time to meet everybody and give this in person.
Shaldona: Hope you understand.
Piper: If you don't have time to give the invitation card in person but expect people go to your wedding
Piper: Shaldona, if so, you are too greedy."
35,qwen3.5:9b,"康拉德：我在屋外，忘带钥匙了。  
丽贝卡：💩（表示无奈或尴尬）  
蒂芙尼：我大概 10-11 点到家。  
丽贝卡：那我得更晚才能回来。  
康拉德：哎呀……那我先去咖啡店等吧。",康拉德忘了带钥匙，所以回不了家。瑞贝卡和蒂芙妮回来得晚，他得在咖啡厅等。,"Conrad can't enter the house because he forgot his keys. Since Rebecca and Tiffany are coming back late, he'll wait in the coffee shop. ","Conrad: I'm outside the house
Conrad: I forgot my keys...
Rebecca: 💩
Tiffany: I'll be home at 10-11
Rebecca: I'm coming back even later
Conrad: Oh no...
Conrad: I'll wait in the coffee shop"
36,qwen3.5:9b,"雅科波：嘿，你小时候有没有特别喜欢的恐龙？  
柳德米拉：有的，三角龙。为什么问这个？  
雅科波：我稍后再告诉你原因。",卢德米拉小时候最喜欢的恐龙是三角龙。,Ludmila's favourite dinosaur when she was little was the Triceratops.,"Jacopo: hey, did you have a favorite dinosaur growing up?
Ludmila: yes, triceratops. why?
Jacopo: i'll tell you why later."
37,qwen3.5:9b,克莱尔分享了一件礼服，玛丽亚和妮可都表示非常赞同。克莱尔担心颜色不够鲜艳、略显暗沉；但妮可认为这个颜色很适合新娘，而且价格也不贵，令克莱尔心动。在两位朋友的鼓励下，克莱尔决定下单购买这件美丽的婚纱，并表示如果她们这么说就不会犹豫了。,在玛丽亚和妮可的建议下，克莱尔正在订购她的婚纱。,"Claire is ordering her wedding dress, adviced by Maria and Nicole.","Claire: Check this out :)))
Claire: <file_other>
Maria: !!
Nicole: Absolutely perfect for you!!
Claire: I guess so
Claire: But it could be a bit darker, cause this color is not very vivid
Nicole: Noooooo, I think this color is perfectly good for the bride
Maria: And it's no that expensive :)))
Claire: Yes, the price appeals to me xD
Nicole: You should order that dress
Nicole: I think you won't regret
Maria: Don't hesitate, it's incredibly beauty!!
Claire: Ok, if you say so :))"
38,qwen3.5:9b,"艾比：你和米罗聊过吗？  
戴伦：没怎么聊，一直没机会。  
布兰登：我也没有，但他看起来是个不错的人。  
布伦达：你昨天在聚会上见过他吧？  
艾比：对，他很有趣。他给我讲了父亲上世纪 90 年代初从阿尔巴尼亚移民到美国的故事。  
戴伦：真的吗？我都不知道他是阿尔巴尼亚人。  
艾比：是的，他和父母只说阿尔巴尼亚语。  
戴伦：真有意思，他在阿尔巴尼亚的哪个地方出身？  
艾比：沿海地区，好像是杜雷斯（Duress），他说他们不是来自地拉那。  
戴伦：他还跟你说了什么别的吗？  
艾比：他们是相当非法离开的；当时那里混乱不堪、极度贫困，后来边境突然开放，人们就赶紧离开。有人登上任何能找到的船只为求脱身。他给我看了一些照片（<file_photo>）。  
戴伦：太疯狂了。  
艾比：是的，他的父亲也在那批人之中。  
戴伦：既可怕又有趣。  
艾比：确实如此！",米罗和他的父母说阿尔巴尼亚语。他的家人在20世纪90年代非法出境离开了阿尔巴尼亚。,Miro speaks Albanian with his parents. His family left Albania illegally in 1990s.,"Abby: Have you talked to Miro?
Dylan: No, not really, I've never had an opportunity
Brandon: me neither, but he seems a nice guy
Brenda: you met him yesterday at the party?
Abby: yes, he's so interesting
Abby: told me the story of his father coming from Albania to the US in the early 1990s
Dylan: really, I had no idea he is Albanian
Abby: he is, he speaks only Albanian with his parents
Dylan: fascinating, where does he come from in Albania?
Abby: from the seacoast
Abby: Duress I believe, he told me they are not from Tirana
Dylan: what else did he tell you?
Abby: That they left kind of illegally
Abby: it was a big mess and extreme poverty everywhere
Abby: then suddenly the border was open and they just left 
Abby: people were boarding available ships, whatever, just to get out of there
Abby: he showed me some pictures, like <file_photo>
Dylan: insane
Abby: yes, and his father was among the people
Dylan: scary but interesting
Abby: very!"
39,qwen3.5:9b,"丹：大家，周六我们要出去吗？  
蒂姆：你行我也行。  
克里斯：我也可以，在市中心对吧？  
汤姆：不去了各位，抱歉。  
丹：拜托了汤姆，这次又怎么了？  
汤姆：老样子啦，要去岳父母家参加聚会。  
克里斯：还是那套说辞啊。  
马丁：好了各位，几点开始？  
蒂姆：八点出发，运气好的话八点到就结束（开玩笑）。  
丹：对，我得两点前回家，周日中午准备好开车。  
克里斯：这次你打算轻松点过是吧？  
马丁：看来我也得跟着放松一下了。  
蒂姆：你们听起来像六十岁的人了。  
克里斯：蒂姆，你是最后两个站着的吗？  
蒂姆：大概是吧。  
丹：你们俩总有一天也会长大的。",丹、蒂姆、克里斯和马丁8点碰面。丹和马丁这次会放松一下。汤姆来不了，因为他岳父岳母家有个聚会。,"Dan,Tim, Chris and Martin will meet at 8. Dan and Martin will take it easy this time. Tom can't make it as he has a party at in-laws.","Dan: Guys, so are we going out on Sat?
Tim: I'm ready when you are
Chris: I'm OK too, in the centre right?
Tom: I'm out guys sorry. 
Dan: come on Tom, what's wring this time
Tom: told ya before. party at in-laws
Chris: always the same story right
Martin: right guys, so what time?
Tim: start @8? finish. 8 if we're lucky
Dan: yeah, i need to be home at 2 and ready to drive on Sunday noon
Chris: so you takin it easy this time
Martin: i guess i'd have to as well
Tim: guys you sound like 60 yos
Chris: Tim, are the last two standing or what?
Tim: i gather
Dan: you two will also grow up one day. "
40,qwen3.5:9b,"迪玛：你好！  
娜达：嘿，怎么了？  

迪玛：我大麻烦啦——我的笔记本电脑坏了，明天早上 9 点要交翻译稿😱😱。  
娜达：天啊出什么事了？？  
迪玛：那只蠢猫把咖啡洒在上面了😣😣，我现在急死了！你还有旧笔记本吗？能借我用一下吗？  

娜达：抱歉没有，我已经把它给弟弟了——不过你很幸运！我请了两天的假，你可以用我的电脑。  
迪玛：哇太感谢你了！！要不是有 Trados 我就慌得不行了😢。  
娜达：没事啦，这种事难免……但我一直想，我们是不是该备几台备用笔记本？  

迪玛：我知道！可我总是改变主意，把钱花在其他地方了 lol。  
娜达：是啊，但电脑是我们唯一的工具，确实需要投资购置备份设备。  
迪玛：没错！那我能一小时后来取吗？  
娜达：可以 :) 回头聊！",迪玛的笔记本电脑坏了，因为她的猫把咖啡洒在笔记本电脑上。 迪玛很担心，因为她明天必须为trados提供翻译。一个小时后迪玛会来纳达家，借纳达的笔记本电脑。,"Dima's laptop is broken, as her cat spilled coffee on the laptop. Dima is worried, because she has to deliver a translation for Trados tomorrow. Dima will come to Nada in an hour to borrow Nada's laptop. ","Dima: hello! 
Nada: hey girl, what's up?
Dima: I'm in a huge trouble, my laptop is broken and I have to deliver a translation tomorrow @9 😱😱
Nada: fuck what happened??
Dima: the stupid cat spilled coffee on it 😣😣 I'm freaking out!
Dima: you still have your old laptop? is it possible to lend it to me please?
Nada: no sorry, I've given it to my brother - but you're lucky! I've taken these two days off so you can take mine
Dima: ooh man! thank you sooo much!!! if it weren't for Trados, I wouldn't be panicking :( 
Nada: no worries, it happened... but I always think about this... like man, we need some back up laptops!
Dima: I know! but I always change my mind and spend the money elsewhere lol
Nada: yeah, but it's like our only tool! so we need to invest in it
Dima: yup, true !
Dima: can I come in an hour to pick it up?
Nada: yes :) ttyl!"
41,qwen3.5:9b,杰里和珍妮特在短信中互道问候，充满亲昵。杰里告知自己还有 40 分钟到家，珍妮特表示期待并正在等他。两人简单聊了各自的一天：珍妮特觉得过得一般，抱怨老板有时让人头疼；杰里附和说那位老板确实不好相处。最后他们约定稍后见，并以爱心表情结束对话。,杰瑞40分钟后到家。,Jerry will be home in 40 minutes. ,"Jerry: Hi sweetie :)
Janet: Hi sugar ;)
Jerry: I'm coming home
Janet: Can't wait ;)
Jerry: I should be there in 40 minutes
Janet: Ok, I'm waiting for you :)
Jerry: How was your day?
Janet: Oh, it was ok but my boss is a pain in the ass sometimes
Jerry: I know, she can be a bitch :P
Janet: Yes she can! ;)
Jerry: See you later darling
Janet: <3"
42,qwen3.5:9b,"萨莉：嘿，你们听说娜塔莉的事了吗？  
汤姆：没。她怎么了？  
简：你真是个爱八卦的女孩，萨莉！  
萨莉：别装啦！我敢打赌你们都好奇呢。  
汤姆：确实有点好奇。  
简：她才私下跟我们说的，我觉得不该跟别人讲。  
格雷格：我现在也好奇了。  
亨利埃特：快说！她怀孕了吗？  
萨莉：💣💣💣（爆炸表情）  
萨莉：猜猜谁是她孩子的爸爸！！！  
亨利埃特：我就知道是……  
亨利埃特：是迈克吗？  
萨莉：是大卫！！！**  
亨利埃特：什么？？？**  
格雷格：这太离谱了！",娜塔莉怀了戴夫的孩子。简认为萨莉不应该告诉别人，因为娜塔莉是私下告诉他们的。亨利埃特和格雷格很惊讶，孩子的父亲居然是戴夫而不是迈克。,Natalie is pregnant with Dave. Jane didn't think Sally should share it with others as Natalie told them that in confidence. Henriette and Greg are surprised that the father is Dave not Mike.,"Sally: Hi guys have you heard about Natalie?
Tom: No. What about her?
Jane: You're such a gossip girl, Sally!
Sally: Come on! I'm sure you're all curious.
Tom: I am. 
Sally: Relax Jane, what's your problem?!
Jane: She told us in confidence, I don't think we should share it with others.
Greg: Now I'm also curious
Henriette: Tell us! 
Henriette: Is she pregnant? 
Sally: 💣💣💣
Sally: Guess who's the father!!!
Henriette: I knew it!
Henriette: Is it Mike?
Sally: Dave!!! 
Henriette: WHAT????
Greg: That's insane! "
43,qwen3.5:9b,"黛西：要回家了吗？  
丽莎：还没呢。  
黛西：请在晚上 11 点前回来。  
丽莎：好的。",丽莎还没回家，黛西想要她晚上11点前回来。,Lisa isn't going home yet. Daisy wants her to be back before 11 p.m.,"Daisy: going home?
Lisa: not yet
Daisy: please be back before 11 pm
Lisa: ok"
44,qwen3.5:9b,辛迪看起来很伤心，艾莉问她怎么了。辛迪不想谈论这件事。艾莉鼓励她振作起来，说“明天又是新的一天”。随后辛迪分享了一个在网络上疯传的短视频，艾莉表示虽然没看过但觉得很有趣，并回复了一张动图。,辛迪很伤心，但不愿意说出原因。艾莉还没看那个疯传的搞笑视频。,"Cindy is sad, but doesn't want to talk about the reason. Ellie hasn't seen the funny video that went viral. ","Cindy: <file_gif>
Ellie: Why are you so sad? Something’s happened?
Cindy: I don’t want to talk about it…
Ellie: Cheer up! Tomorrow’s another day 😊
Cindy: <file_video>
Cindy: Have you seen it? It’s viral on the internet
Ellie: Nope, but it’s very funny 😊
Ellie: <file_gif>"
45,qwen3.5:9b,凯瑟琳提议去拜访史蒂夫叔叔，并邀请本同行。她强调这是家人团聚、许久未见；但本明确表示不喜欢这类探访，觉得压力大且会像往常一样引发争执——最终他会对所有人发脾气。他认为没必要特意开车跨城去看孩子，改天再去即可，而凯瑟琳担心史蒂夫会失望。本则坚持两人并无共同点，叔叔只会用关于私生活的“愚蠢问题”烦扰自己；凯瑟琳认为这可能是关心的方式，但本半开玩笑地怀疑她是否真的在认真思考所发的内容。最后，尽管本表示累了、不想再被要求做不喜欢的事，仍同意在有空时去看望孩子们并拜访史蒂夫叔叔。,本不会和凯瑟琳一起去看望史蒂夫叔叔。他会去看望凯瑟琳和孩子们。,Ben won't go with Catherine to visit uncle Steve. He will visit her and the boys. ,"Catherine: We're going to visit uncle Steve, want to come with us?
Ben: why would I?
Catherine: He's family and we haven't seen him in a long time.
Ben: you know very well that I'm not fond of such visits
Ben: they stress me out
Catherine: Come on, even you can do it from time to time.
Ben: maybe I can but I don't want to
Ben: it will end the same way as usual
Ben: with me being pissed at everyone
Catherine: The boys want to see you
Ben: I can visit you and play with them some other day
Ben: I don't have to drive to another city to do it
Catherine: You know that he'll be disappointed?
Ben: uncle Steve?
Catherine: Yes.
Ben: I don't think so, we don't have anything in common
Ben: all he ever does is bothering me with stupid questions about my private life
Catherine: Maybe that's his way of showing that he cares about you
Ben: yes... sure... sometimes I wonder if you're thinking about what you type :P
Catherine: Depends on the day
Catherine: Today I'm tired so I can't guarantee it
Ben: you should rest then
Ben: instead of asking me to do stuff I don't like
Catherine: Alright, don't worry, I'll stop
Catherine: But still the part about the boys missing you was true
Catherine: So come and visit them when you'll have the chance
Ben: I will"
46,qwen3.5:9b,"史蒂夫：嘿，洗碗机装好了。  
妈妈：太好了，是专门为你安装的吧？  
史蒂夫：是的，安装得很不错。<图片>  
妈妈：看起来真漂亮。  
史蒂夫：没错，而且运行很安静。  
妈妈：这是能容纳 12 套餐具的型号吗？  
史蒂夫：我想是吧，不过我很少一次吃 12 个人份的饭啦（笑）。  
妈妈：虽然不常用也没关系，不用每天都开嘛。  
史蒂夫：对，我是隔天用一次。  
妈妈：很高兴你对它满意！爱你哟 xx  
史蒂夫：我也很开心，谢谢妈妈 xxx",史蒂夫很高兴他装了一台新的洗碗机。,Steve is happy that he got a new dishwasher installed.,"Steve: hiya the dishwasher has turned up
Mum: good did they install it for you
Steve: yes they did a good job
Steve: <file_photo>
Mum: looks really nice
Steve: yes it does its nice and quiet
Mum: is it a 12 place setting one?
Steve: I think so, not that I ever have 12 for dinner lol
Mum: not but you dont have to put it on every day
Steve: no every other
Mum: yes I'm glad you are pleased with it xx
Steve: I am thanks mum xxx"
47,qwen3.5:9b,亨利问朱莉娅，Covent Garden 附近的咖啡馆 Kohaku 怎么了。他原本想预订座位，却找不到相关信息，连他们的 Facebook 页面也消失了。朱莉娅担心地表示那家店可能已经永久关闭了——她上周去过，发现店内空无一人，推测租金过高可能是原因之一。亨利很遗憾，因为那是他们非常喜欢的地方；他也曾尝试在网上查找店主并联系，但尚未收到回复，希望对方能在别处重新开业。不过他认为如果地点太远就不理想，毕竟 Kohaku 位于旅游区却位置绝佳、堪称瑰宝。最终朱莉娅和表妹去了 Lilly's，但她觉得氛围不同，并不完全一样。亨利原本很期待去喝他们的布朗尼，也询问了 Lilly's 的情况；朱莉娅认为还可以但风格不同，还建议他去 Japan Centre 试试。亨利则不太想去，因为那里总是人满为患、游客远多于普通顾客。,茱莉亚上周去了考文特花园附近的kohaku咖啡馆，但现在这家店关门了，这让她和亨利大吃一惊。她联系了店主，但还没收到回复。亨利和他的表妹最后去了莉莉家，但那里的气氛不一样。,"Julia was at cafe Kohaku near Covent Garden last week, but it's closed down now to her and Henry's surprise. She contacted the owners, but they haven't replied yet. Henry and his cousin went to the Lily's in the end, but it had a different vibe.","Henry: Do you know what happened to cafe Kohaku?
Julia: The one near Covent Garden?
Henry: Yeah. I wanted to reserve a table, but I can't find them anywhere. Their Facebook page disappeared.
Julia: I'm afraid they're closed :(
Henry: For good?!
Julia: Afraid so. I've been there last week and wanted to take my cousin there, but the place's empty
Julia: Probably the rent was too high.
Henry: Oh no, I loved that place
Julia: Me too. I checked online for the owners and contacted them, but they haven't replied yet. I hope they will reopen somewhere else
Henry: Unless they do it far away, the location was perfect. It was a real gem in this touristy district
Julia: I know, I know... We went the Lilly's in the end, my cousin and I, but it's not the same
Henry: Eh, that's a pity then, I was so looking forward to their brownie
Henry: How was the Lilly's?
Julia: It's all right, it's a different vibe though. I think you should go to the Japan Centre for the same
Henry: Uhm, don't think so. It's always awfully crowded and there are more tourists than normal people like us"
48,qwen3.5:9b,汤姆问卡米拉是否去过都柏林，她回答说从未踏足爱尔兰。于是两人决定本周末去那里旅行两天，因为天气预报显示天气很好。卡米拉喜欢汤姆这些充满创意的想法，最终由汤姆购买车票，两人都对此感到开心。,卡米拉和汤姆这个周末要去都柏林。,Camilla and Tom will go to Dublin this weekend.,"Tom: Have you ever been to Dublin?
Camilla: Never in Ireland!
Tom: So let's go there this weekend!
Camilla: for 2 days?
Tom: Yes, the weather forecast is great!
Camilla: I love your crazy ideas!
Tom: ok, so I'm buying the tickets
Camilla: <3"
49,qwen3.5:9b,"梅根：有杰森的音讯了吗？  
内森：你为什么问这个？  
梅根：他今天没来上课。  
苏西：他去看了牙医。  
梅根：谢谢你的消息！:)",杰森今天约了牙医，所以他没来。,Jason had a dental appointment today and that's why he was absent.,"Megan: Any word from Jason?
Nathan: Why do you ask?
Megan: He was absent today :c
Susy: He had a dental appointment.
Megan: Thanks for the info :)"
50,qwen3.5:9b,"Allie：到目前为止你做了多少个？  
Jill：大概二三十个。我一天最多只能做三到四个。  
Allie：花了多少小时？  
Jill：大约四十个小时，也许少一些……35 小时左右吧。  
Allie：好的，我也差不多。",到目前为止，吉尔做了20或30次，每天3-4次，35或40小时，所以和艾丽一样。,"Jill did 20 or 30 so far, 3-4 per day, 40 or 35 hours, so the same as Ally.","Ally: how many did you do so far?
Jill: like 20 or 30
Jill: I can't do more than 3-4 per day
Ally: how many hours?
Jill: 40? maybe 35...
Ally: ok, same here"
51,qwen3.5:9b,詹姆斯告诉米娅，哲学系的一位伦理学讲师（埃文斯教授）明天将举办艺术展，阿米莉亚推荐去看。米娅起初惊讶于“哲学家办画展”这件事，但表示其实也想去看看。两人决定都去展览；当提到是否邀请阿米莉亚同行时，詹姆斯担心这会让米娅觉得不被重视，便解释说自己并非不珍惜与米娅的二人时光，只是希望三人一起外出。米娅理解后同意加入，并坦言不太了解阿米莉亚、会感到有些压力。詹姆斯安慰她阿米莉亚性格随和友善，还提议展览结束后去他那里放松相处。最终两人确认彼此都没问题，关系和谐。,詹姆斯和米娅明天想去看艺术展。詹姆斯想让阿米莉亚和他们一起去，但米娅不确定阿米莉亚去不去。之后詹姆斯和米娅会去他家。,James and Mia want to go to an art exhibition tomorrow. James wants Amelia to go with them but Mia isn't sure about it. James and Mia will go to his place afterwards.,"James: Amelia said that one of our lecturers in philosophy had an art exhibition (!). It opens tomorrow! 
James: I'm talking about this guy who taught us ethics.
James: Amelia recommends it :D
Mia: No way...! :D Professor Evans and art exhibition :D What has happened to this world?
Mia: But you know what? I would actually like to see it! :D
James: ME TOO, of course! :p Can Amelia go with us?
Mia: To the exhibition or to the exhibition and to the cinema? You remember that we have plans for tomorrow...?
James: both
James: yes, I do
Mia: ok
James: Are you mad at me?
James: Babe, the fact that I suggested that we might go out with Amelia doesn't mean that I don't value time that we spend together, just the two of us.
Mia: I know, I said ok.
James: Are you sure you're fine with this?
Mia: Yup. :)
Mia: I just don't know her very well, it's gonna be stressful for me.
James: :) But you know me, don't you?
Mia: Maybe I do :D
James: Really, there's nothing to worry about. Amelia is quite laid-back and likable. ;)
James: Afterwards we can go to my place and hang out, cuddle and so on... :*
Mia: Sounds good :) :*
James: So we're good, right?
Mia: Right. ;)"
52,qwen3.5:9b,Mariana 询问 Stephen 研讨会的下次课程阅读材料是否已在印刷店准备好。Rita、Chae-yeong 和 Arthur 表示不确定或确认周一时材料尚未到位，且店员态度不佳。Rita 计划明天早上去查看并告知大家是否有货；她说明无法立即购买多份副本（因库存不足），但可以请求店家后续加印更多。其他人对此表示感谢，并请 Rita 一旦有消息就通知他们。,彩英和亚瑟通知玛丽安娜，史蒂芬研讨会下一次要用的阅读资料周一在印刷店拿不到。丽塔决定明天去看看，如果情况有变，她会让所有人都知道的。,Chae-yeong and Arthur inform Mariana that the readings for the next session of Stephen's seminar weren't available in the print shop on Monday. Rita decides to go and chcek if the situation's changed tomorrow and she'll let everyone know.,"Mariana: Hi, just a quick question. Do you know if the readings for the next session of Stephen’s seminar are in the print shop?
Rita: No idea, sorry
Chae-yeong: The only thing I know is that they were not yet there on Monday
Arthur: Yer, I’ve made the mistake of going on Monday as well and I can confirm the texts were not there and the staff was as rude as always
Mariana: Sounds familiar
Rita: I’ll go tomorrow morning and let you know if the texts are available
Rita: I can’t buy the copies for you because they never have enough at hand but I’ll just ask them to print more for later
Chae-yeong: No worries
Arthur: Yeah, just let us know if they’re ready, that’s a huge favour already
Rita: Cool. Will do! xx"
53,qwen3.5:9b,"罗德尼：听说有人在校园里被殴打并遭抢劫了吗？  
特鲁曼：天哪，那人没事吧？  
罗斯：他们知道是谁干的吗？  
罗德尼：警方会发布官方声明，报纸也会报道。据我所知，袭击者戴着面具。  
特鲁曼：那被打的人呢？  
罗德尼：他正在医院，但看起来应该无大碍。  
罗斯：你觉得是学生干的吗？  
罗德尼：谁知道那些运动员能做出什么事来。  
罗斯：他们可能只是为了好玩才这么做的。  
特鲁曼：不过话说回来，戴上面具很容易在校园里行动而不被发现。  
罗斯：可那里有监控摄像头啊。  
特鲁曼：如果你戴着面具就不重要了；你又不是不知道保安有多松懈。  
罗德尼：没错，他们对这种事根本不在乎。  
罗斯：确实如此。  
特鲁曼：希望他们能尽快抓住这个人。",有人在校园里遭到殴打和抢劫，不得不住院治疗。袭击者戴着面具。官方声明会和新闻报道一起发出。杜鲁门和罗德尼都认为尽管周围有摄像头，但校园安保不达标。,"A person was beaten and mugged on campus and had to be hospitalised. The attacker wore a mask. An official statement will be released, along with a newspaper article. Truman and Rodney think the campus security is subpar, even though there are cameras around.","Rodney: Have you heard a guy got beaten and mugged on campus?
Truman: Oh, man is he ok?
Ross: Do they have any idea who did it?
Rodney: They're gonna give an official statement about. There's also gonna be an article in the paper. As far as I know the assailant had a mask on.
Truman: And what about the beaten guy?
Rodney: He's in the hospital, but it seems like he'll be fine.
Ross: You think it was a student?
Rodney: Who knows what those jocks are capable of.
Ross: They could do it just for fun.
Truman: On the other hand its easy to get on campus without being detected
Ross: There are cameras.
Truman: If your masked it don't matter. You know how those security guards are
Rodney: They don't give a fuck
Ross: True that
Truman: Hope they catch the guy soon"
